source,target
China,China
China,China
China,China
Germany,Spain
China,China
China,China
China,China
China,China
Malaysia,China
China,Vietnam
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
Singapore,Malaysia
China,China
China,Singapore
China,Singapore
Japan,Thailand
Japan,Thailand
China,Thailand
China,Thailand
China,Belgium
Malaysia,China
China,China
Vietnam,China
China,China
China,China
China,Singapore
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Vietnam
China,China
China,China
China,China
Thailand,China
China,China
Thailand,South Korea
China,China
China,China
China,China
China,China
China,China
China,China
China,Vietnam
China,China
China,China
Singapore,South Korea
China,China
China,China
China,China
China,China
China,China
China,China
Vietnam,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,United States
China,Australia
China,Vietnam
China,China
China,China
China,China
China,China
China,China
China,Vietnam
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Australia
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Australia
China,China
China,China
China,China
China,China
China,China
China,China
China,China
Malaysia,Singapore
China,China
China,China
Malaysia,Singapore
China,China
China,Japan
China,Japan
China,China
China,China
Singapore,South Korea
China,Japan
Singapore,United Kingdom
France,United Kingdom
China,Malaysia
China,Malaysia
France,Spain
China,Italy
China,China
China,China
China,China
China,China
China,Vietnam
China,China
China,China
China,China
China,China
United States,Japan
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Canada
China,Canada
China,United States
China,United States
China,Japan
China,China
China,Singapore
China,China
China,China
Thailand,China
Thailand,China
China,China
China,China
China,China
Thailand,China
China,China
Thailand,China
Thailand,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Japan
China,China
Singapore,Malaysia
Malaysia,Singapore
Singapore,Malaysia
Singapore,Malaysia
China,China
China,China
China,China
China,Singapore
China,China
China,China
China,China
China,China
China,China
China,Singapore
China,South Korea
China,China
China,Thailand
China,Thailand
China,Thailand
China,Thailand
China,United States
China,United States
China,Australia
China,Australia
China,Australia
China,Australia
China,United States
China,Thailand
China,Singapore
China,South Korea
China,Japan
China,China
Iran,Kuwait
Iran,Oman
Iran,Oman
Iran,Oman
Iran,Oman
Italy,South Africa
Iran,Kuwait
Italy,Niger
Switzerland,Niger
France,Niger
France,Niger
France,Niger
Senegal,Niger
France,Cameroon
United Kingdom,Zimbabwe
United Kingdom,Zimbabwe
Italy,Morocco
Iran,Qatar
Iran,Kuwait
United States,Reunion
United Kingdom,Zimbabwe
Portugal,Angola
Portugal,Angola
Portugal,Angola
Portugal,Angola
France,Burkina Faso
France,Burkina Faso
United Kingdom,Burkina Faso
United Arab Emirates,Ethiopia
United Arab Emirates,Ethiopia
United Kingdom,Cabo Verde
Netherlands,Cabo Verde
France,Cabo Verde
Portugal,Cabo Verde
Italy,Cameroon
United States,Ethiopia
France,Cameroon
France,Cameroon
France,Cameroon
France,Cameroon
France,Cameroon
United Arab Emirates,Ethiopia
United Arab Emirates,Ethiopia
United Arab Emirates,Ethiopia
France,Ethiopia
Australia,Ethiopia
Ethiopia,Ethiopia
Djibouti,Ethiopia
Brazil,Ethiopia
India,Ethiopia
Liberia,Ethiopia
Italy,Central African Republic
Cameroon,Chad
Italy,Cote d'Ivoire
France,Cote d'Ivoire
Italy,Cote d'Ivoire
France,Cote d'Ivoire
France,Cote d'Ivoire
France,Cote d'Ivoire
France,Cote d'Ivoire
France,Cote d'Ivoire
France,Cote d'Ivoire
Italy,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
Switzerland,Democratic Republic of the Congo
United States,Democratic Republic of the Congo
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
Germany,South Africa
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
France,Democratic Republic of the Congo
Germany,South Africa
Austria,South Africa
Italy,South Africa
Portugal,South Africa
Germany,South Africa
Austria,South Africa
Switzerland,South Africa
Turkey,South Africa
Spain,Djibouti
United Kingdom,South Africa
United States,South Africa
United States,South Africa
Switzerland,South Africa
Austria,South Africa
Austria,South Africa
Italy,South Africa
Switzerland,South Africa
Greece,South Africa
Italy,South Africa
Switzerland,South Africa
Switzerland,South Africa
Austria,South Africa
Italy,South Africa
United States,South Africa
United Kingdom,South Africa
United States,South Africa
United Kingdom,South Africa
United States,South Africa
United Kingdom,South Africa
Germany,South Africa
Netherlands,South Africa
Germany,South Africa
Netherlands,South Africa
France,South Africa
Italy,South Africa
Brazil,South Africa
France,South Africa
France,South Africa
Italy,South Africa
United States,South Africa
United Arab Emirates,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Switzerland,South Africa
Iran,South Africa
United Kingdom,South Africa
Switzerland,South Africa
United Kingdom,South Africa
Iran,Kuwait
France,Burkina Faso
Germany,South Africa
Germany,South Africa
Switzerland,South Africa
Germany,South Africa
Austria,South Africa
Switzerland,South Africa
Turkey,South Africa
Spain,South Africa
Switzerland,South Africa
United Kingdom,South Africa
Netherlands,South Africa
Switzerland,South Africa
Austria,South Africa
United Kingdom,South Africa
France,South Africa
Netherlands,South Africa
Canada,South Africa
France,South Africa
Spain,South Africa
Austria,South Africa
India,South Africa
United States,South Africa
United States,South Africa
France,South Africa
United Kingdom,South Africa
United States,South Africa
Mexico,South Africa
United Arab Emirates,South Africa
France,South Africa
France,Democratic Republic of the Congo
Belgium,South Africa
United Kingdom,South Africa
France,South Africa
United States,South Africa
United Kingdom,South Africa
United States,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Italy,South Africa
United Kingdom,South Africa
United Arab Emirates,South Africa
United States,South Africa
United States,South Africa
Italy,South Africa
United Arab Emirates,South Africa
United Arab Emirates,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Austria,South Africa
United Kingdom,South Africa
Ethiopia,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Austria,South Africa
Austria,South Africa
Italy,South Africa
Austria,South Africa
Italy,South Africa
United Kingdom,South Africa
Netherlands,South Africa
United Kingdom,South Africa
Switzerland,South Africa
Austria,South Africa
Switzerland,South Africa
Austria,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
Finland,South Africa
France,South Africa
Austria,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
Italy,South Africa
New Zealand,South Africa
Egypt,South Africa
United Arab Emirates,South Africa
Switzerland,South Africa
United Arab Emirates,South Africa
Switzerland,South Africa
United Arab Emirates,South Africa
Portugal,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Portugal,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Democratic Republic of the Congo,South Africa
Democratic Republic of the Congo,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
France,South Africa
United States,South Africa
Spain,South Africa
Democratic Republic of the Congo,South Africa
Switzerland,South Africa
Vietnam,South Africa
Thailand,South Africa
Netherlands,South Africa
United Kingdom,South Africa
Mexico,South Africa
United States,South Africa
France,South Africa
United Kingdom,South Africa
Netherlands,South Africa
Qatar,South Africa
Mexico,South Africa
United States,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
United States,South Africa
Iran,Kuwait
France,Algeria
Spain,South Africa
Netherlands,South Africa
Switzerland,South Africa
Austria,South Africa
Czechia,South Africa
Germany,South Africa
United Kingdom,South Africa
Switzerland,South Africa
Czechia,South Africa
Germany,South Africa
Spain,South Africa
Netherlands,South Africa
United States,South Africa
United Kingdom,South Africa
France,South Africa
Switzerland,South Africa
Switzerland,South Africa
United Kingdom,South Africa
Austria,South Africa
Austria,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Austria,South Africa
Switzerland,South Africa
United States,South Africa
United Kingdom,South Africa
Spain,South Africa
United States,South Africa
United Kingdom,South Africa
France,South Africa
France,South Africa
Israel,South Africa
Israel,South Africa
United Kingdom,South Africa
Netherlands,South Africa
Netherlands,South Africa
Switzerland,South Africa
United Arab Emirates,South Africa
United Kingdom,South Africa
Austria,South Africa
Tanzania,South Africa
United Kingdom,South Africa
Germany,South Africa
Canada,South Africa
Austria,South Africa
Saudi Arabia,South Africa
United Kingdom,South Africa
Switzerland,South Africa
Austria,South Africa
United Kingdom,South Africa
Austria,South Africa
Switzerland,South Africa
United Kingdom,South Africa
Italy,South Africa
Germany,South Africa
France,South Africa
France,South Africa
Ethiopia,South Africa
United Kingdom,South Africa
Belgium,South Africa
Netherlands,South Africa
France,South Africa
Italy,South Africa
United Kingdom,South Africa
Netherlands,South Africa
United Kingdom,South Africa
United States,South Africa
Ireland,South Africa
Germany,South Africa
Switzerland,South Africa
France,South Africa
Switzerland,South Africa
United Kingdom,South Africa
United States,South Africa
United Kingdom,South Africa
Spain,South Africa
United Kingdom,South Africa
France,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Ireland,South Africa
Germany,South Africa
Austria,South Africa
United Kingdom,South Africa
Austria,South Africa
Germany,South Africa
United Kingdom,South Africa
Iran,Kuwait
Pakistan,South Africa
United Arab Emirates,South Africa
United Kingdom,South Africa
Mauritius,South Africa
United Kingdom,South Africa
Austria,South Africa
United Arab Emirates,South Africa
France,South Africa
Germany,South Africa
France,South Africa
Switzerland,South Africa
Austria,South Africa
France,South Africa
Austria,South Africa
Austria,South Africa
Italy,South Africa
France,South Africa
Germany,South Africa
Netherlands,South Africa
United Kingdom,South Africa
Austria,South Africa
United Arab Emirates,South Africa
United Kingdom,South Africa
United Kingdom,South Africa
Italy,South Africa
Switzerland,South Africa
Italy,South Africa
Switzerland,South Africa
Switzerland,South Africa
Portugal,South Africa
Italy,South Africa
Italy,South Africa
Spain,Equatorial Guinea
Spain,Equatorial Guinea
Spain,Equatorial Guinea
Spain,Equatorial Guinea
Spain,Equatorial Guinea
Spain,Equatorial Guinea
France,Equatorial Guinea
Spain,Equatorial Guinea
Spain,Equatorial Guinea
Norway,Eritrea
United Arab Emirates,Eritrea
